L	2.47245
R	1.85849
L	0.488074
R	1.31222
L	0.493877
R	6.34955
L	0.763344
R	0.16418
L	0.424961
R	11.2008
L	2.0702
R	3.45585
L	4.468
R	0.386055
L	1.33429
R	1.4794
L	5.81071
R	1.08366
L	1.38696
R	2.00151
L	1.09757
R	1.70359
L	0.116019
R	5.21912
L	0.445191
R	2.19103
L	2.51746
R	1.74652
L	1.91853
R	1.7605
L	3.36043
R	7.09291
L	0.0863315
R	7.99581
L	0.208703
R	0.293794
L	0.702193
R	0.642799
L	0.117588
R	3.07136
L	1.76058
R	2.13542
L	0.140056
R	1.1089
L	3.69939
R	0.614652
L	2.02757
R	8.98342
L	0.433746
R	2.31718
L	0.928899
R	0.909369
L	1.22743
R	3.12725
L	0.0408481
R	4.88437
L	0.124508
R	1.78486
L	4.21013
R	5.50979
L	1.11844
R	1.61703
L	0.262021
R	2.72034
L	2.14709
R	5.73864
L	0.130147
R	1.52576
L	4.46687
R	6.17537
L	2.96153
R	4.5557
L	1.4342
R	1.58775
L	0.549123
R	1.19048
L	0.802273
R	4.44232
L	6.11388
R	1.67919
L	0.813555
R	6.05375
L	4.02551
R	2.91362
L	1.90685
R	0.533076
L	2.44605
R	0.142115
L	1.74972
R	0.692841
L	0.18024
R	0.241581
L	1.07875
R	8.24914
L	0.549641
R	6.44378
L	1.87215
R	0.670524
L	8.89306
R	2.00508
L	0.481341
R	0.310051
L	3.96748
R	1.4262
L	1.79171
R	0.517415
L	1.84298
R	2.84416
L	0.676198
R	10.0017
L	2.94631
R	0.151981
L	0.89554
R	6.74722
L	1.87581
R	4.08061
L	0.559346
R	2.74571
L	0.827885
R	6.66506
L	6.72462
R	1.26172
L	3.97096
R	1.91028
L	0.494748
